ID,year,code,weight,code_label,id,binary1,binary2,three_code1,three_code2,four_code,five_code,binary3,three_code3,four_code2
1034,2003,2,6.67,"relinequality, implicit",1035,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1035,2004,1,6.67,"relinequality, explicit",1036,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1036,1994,1,1,"relinequality, explicit",1037,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1037,1986,5,6.67,irrelevant,1038,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1038,1996,5,6.67,irrelevant,1039,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1039,1993,5,6.67,irrelevant,1040,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1040,1993,5,6.67,irrelevant,1041,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1041,1983,2,6.67,"relinequality, implicit",1042,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1042,1995,5,6.67,irrelevant,1043,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1043,1994,1,6.67,"relinequality, explicit",1044,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1044,1996,5,6.67,irrelevant,1045,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1045,2000,1,1,"relinequality, explicit",1046,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1046,1982,5,6.67,irrelevant,1047,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1047,1997,5,6.67,irrelevant,1048,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1048,2001,2,6.67,"relinequality, implicit",1049,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1049,1995,1,6.67,"relinequality, explicit",1050,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1050,1999,1,6.67,"relinequality, explicit",1051,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1051,1996,5,6.67,irrelevant,1052,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1052,1992,5,1,irrelevant,1053,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1053,1988,2,6.67,"relinequality, implicit",1054,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1054,1996,5,6.67,irrelevant,1055,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1055,1990,5,6.67,irrelevant,1056,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1056,1993,1,10,"relinequality, explicit",1057,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1057,2006,1,1,"relinequality, explicit",1058,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1058,2009,4,6.67,"releconomy (employment, economy)",1059,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
1059,1983,5,6.67,irrelevant,1060,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1060,2010,3,6.67,relchanges (income/wages/earnings/etc.),1061,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
1061,1996,5,6.67,irrelevant,1062,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1062,1981,2,10,"relinequality, implicit",1063,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1063,1982,3,6.67,relchanges (income/wages/earnings/etc.),1064,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
1064,2008,2,6.67,"relinequality, implicit",1065,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1065,2006,5,6.67,irrelevant,1066,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1066,1986,5,6.67,irrelevant,1067,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1067,1986,5,6.67,irrelevant,1068,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1068,1994,5,6.67,irrelevant,1069,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1069,2011,4,6.67,"releconomy (employment, economy)",1070,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
1070,2009,3,6.67,relchanges (income/wages/earnings/etc.),1071,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
1071,2010,2,6.67,"relinequality, implicit",1072,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1072,1996,3,10,relchanges (income/wages/earnings/etc.),1073,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
1073,1998,5,6.67,irrelevant,1074,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1074,2009,2,6.67,"relinequality, implicit",1075,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1075,1999,1,1,"relinequality, explicit",1076,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1076,2008,1,1,"relinequality, explicit",1077,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1077,2006,1,10,"relinequality, explicit",1078,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1078,2009,2,6.67,"relinequality, implicit",1079,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1079,1980,2,6.67,"relinequality, implicit",1080,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1080,1987,5,6.67,irrelevant,1081,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1081,1985,5,6.67,irrelevant,1082,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1082,2003,1,6.67,"relinequality, explicit",1083,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1083,1995,1,6.67,"relinequality, explicit",1084,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1084,2006,1,1,"relinequality, explicit",1085,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1085,2003,5,10,irrelevant,1086,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1086,1980,3,10,relchanges (income/wages/earnings/etc.),1087,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
1087,1986,5,6.67,irrelevant,1088,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1088,1983,5,6.67,irrelevant,1089,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1089,1987,2,10,"relinequality, implicit",1090,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1090,1982,5,6.67,irrelevant,1091,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1091,1986,5,10,irrelevant,1092,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1092,2003,5,6.67,irrelevant,1093,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1093,1984,5,6.67,irrelevant,1094,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1094,1985,2,1,"relinequality, implicit",1095,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1095,1984,3,10,relchanges (income/wages/earnings/etc.),1096,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
1096,1981,2,6.67,"relinequality, implicit",1097,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1097,2011,4,6.67,"releconomy (employment, economy)",1098,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
1098,1993,5,6.67,irrelevant,1099,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1099,1986,4,10,"releconomy (employment, economy)",1100,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
1100,1991,1,6.67,"relinequality, explicit",1101,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1101,1982,2,6.67,"relinequality, implicit",1102,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1102,1982,3,6.67,relchanges (income/wages/earnings/etc.),1103,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
1103,1981,5,6.67,irrelevant,1104,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1104,1983,4,6.67,"releconomy (employment, economy)",1105,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
1105,1985,4,6.67,"releconomy (employment, economy)",1106,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
1106,1981,2,6.67,"relinequality, implicit",1107,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1107,1983,5,6.67,irrelevant,1108,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1108,1984,2,6.67,"relinequality, implicit",1109,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1109,1981,1,6.67,"relinequality, explicit",1110,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1110,1982,1,6.67,"relinequality, explicit",1111,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1111,1989,5,10,irrelevant,1112,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1112,1992,1,1,"relinequality, explicit",1113,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1113,2008,1,6.67,"relinequality, explicit",1114,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1114,1998,5,6.67,irrelevant,1115,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1115,1985,3,10,relchanges (income/wages/earnings/etc.),1116,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
1116,2001,1,6.67,"relinequality, explicit",1117,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1117,1981,5,6.67,irrelevant,1118,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1118,2012,2,6.67,"relinequality, implicit",1119,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1119,2011,1,1,"relinequality, explicit",1120,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1120,2012,3,6.67,relchanges (income/wages/earnings/etc.),1121,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
1121,2002,5,6.67,irrelevant,1122,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1122,1980,2,6.67,"relinequality, implicit",1123,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1123,2002,3,6.67,relchanges (income/wages/earnings/etc.),1124,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
1124,1982,5,6.67,irrelevant,1125,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1125,1983,5,6.67,irrelevant,1126,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1126,2005,4,10,"releconomy (employment, economy)",1127,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
1127,2005,2,10,"relinequality, implicit",1128,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1128,1997,1,6.67,"relinequality, explicit",1129,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1129,2012,2,6.67,"relinequality, implicit",1130,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1130,1984,3,6.67,relchanges (income/wages/earnings/etc.),1131,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
1131,1988,3,6.67,relchanges (income/wages/earnings/etc.),1132,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
1132,2005,5,10,irrelevant,1133,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1133,1985,5,6.67,irrelevant,1134,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1134,2012,1,1,"relinequality, explicit",1135,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1135,2011,4,6.67,"releconomy (employment, economy)",1136,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
1136,2012,2,6.67,"relinequality, implicit",1137,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1137,1983,5,6.67,irrelevant,1138,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1138,2009,1,1,"relinequality, explicit",1139,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1139,2012,5,6.67,irrelevant,1140,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1140,2008,1,6.67,"relinequality, explicit",1141,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1141,2008,1,6.67,"relinequality, explicit",1142,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1142,1987,3,10,relchanges (income/wages/earnings/etc.),1143,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
1143,1982,5,6.67,irrelevant,1144,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1144,1994,5,10,irrelevant,1145,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1145,1981,5,1,irrelevant,1146,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1146,1981,3,10,relchanges (income/wages/earnings/etc.),1147,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
1147,2009,1,1,"relinequality, explicit",1148,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1148,1995,2,10,"relinequality, implicit",1149,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1149,1995,5,10,irrelevant,1150,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1150,1985,3,10,relchanges (income/wages/earnings/etc.),1151,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
1151,1982,3,6.67,relchanges (income/wages/earnings/etc.),1152,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
1152,2008,1,6.67,"relinequality, explicit",1153,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1153,2000,2,6.67,"relinequality, implicit",1154,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1154,2006,2,6.67,"relinequality, implicit",1155,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1155,2006,1,6.67,"relinequality, explicit",1156,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1156,2006,5,10,irrelevant,1157,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1157,1991,1,10,"relinequality, explicit",1158,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1158,1981,4,10,"releconomy (employment, economy)",1159,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
1159,1982,5,10,irrelevant,1160,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1160,2009,4,6.67,"releconomy (employment, economy)",1161,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
1161,2000,4,10,"releconomy (employment, economy)",1162,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
1162,2009,2,6.67,"relinequality, implicit",1163,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1163,1988,5,6.67,irrelevant,1164,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1164,1992,2,6.67,"relinequality, implicit",1165,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1165,1997,1,6.67,"relinequality, explicit",1166,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
