year	code	weight	code_label	id	binary1	binary2	three_code2	linearSVC_three_code2	linearSVC_binary1	linearSVC_binary2	b1	b2	tc
1982	3	10	relchanges (income/wages/earnings/etc.)	647	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
1981	3	6.67	relchanges (income/wages/earnings/etc.)	648	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1992	1	10	relinequality, explicit	649	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1981	5	6.67	irrelevant	650	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1980	5	6.67	irrelevant	651	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2004	5	10	irrelevant	652	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1993	5	6.67	irrelevant	653	irrelevant	relchanges/releconomy/irrelevant	irrelevant	2	1	2	2	2	3
1993	3	6.67	relchanges (income/wages/earnings/etc.)	654	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
1988	5	6.67	irrelevant	655	irrelevant	relchanges/releconomy/irrelevant	irrelevant	1	1	2	2	2	3
2005	3	6.67	relchanges (income/wages/earnings/etc.)	656	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	2	1	2	2
1998	5	6.67	irrelevant	657	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1999	5	6.67	irrelevant	658	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1987	5	6.67	irrelevant	659	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1989	5	6.67	irrelevant	660	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1989	5	10	irrelevant	661	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2001	3	10	relchanges (income/wages/earnings/etc.)	662	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1993	3	10	relchanges (income/wages/earnings/etc.)	663	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2011	4	6.67	releconomy (employment, economy)	664	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2010	4	6.67	releconomy (employment, economy)	665	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2010	1	6.67	relinequality, explicit	666	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2012	2	6.67	relinequality, implicit	667	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2012	2	6.67	relinequality, implicit	668	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	1	2	1	1	1
1997	5	6.67	irrelevant	669	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2005	5	1	irrelevant	670	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1994	3	6.67	relchanges (income/wages/earnings/etc.)	671	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1994	3	6.67	relchanges (income/wages/earnings/etc.)	672	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1994	5	6.67	irrelevant	673	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1982	5	6.67	irrelevant	674	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2005	2	6.67	relinequality, implicit	675	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2002	4	10	releconomy (employment, economy)	676	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1997	1	10	relinequality, explicit	677	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
1983	5	6.67	irrelevant	678	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2004	1	6.67	relinequality, explicit	679	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1994	5	6.67	irrelevant	680	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1981	1	10	relinequality, explicit	681	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1992	3	6.67	relchanges (income/wages/earnings/etc.)	682	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1993	3	6.67	relchanges (income/wages/earnings/etc.)	683	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	1	2	1	2	2
1983	1	6.67	relinequality, explicit	684	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2003	2	6.67	relinequality, implicit	685	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2004	5	6.67	irrelevant	686	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2007	2	6.67	relinequality, implicit	687	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2002	5	6.67	irrelevant	688	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2003	5	6.67	irrelevant	689	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
1995	1	6.67	relinequality, explicit	690	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1986	5	6.67	irrelevant	691	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1980	3	6.67	relchanges (income/wages/earnings/etc.)	692	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1990	1	10	relinequality, explicit	693	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1990	2	10	relinequality, implicit	694	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1992	1	6.67	relinequality, explicit	695	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1991	1	6.67	relinequality, explicit	696	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1993	5	6.67	irrelevant	697	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2004	5	10	irrelevant	698	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1983	3	10	relchanges (income/wages/earnings/etc.)	699	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1991	4	10	releconomy (employment, economy)	700	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2008	3	6.67	relchanges (income/wages/earnings/etc.)	701	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1999	3	6.67	relchanges (income/wages/earnings/etc.)	702	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	2	1	2	2
1987	1	10	relinequality, explicit	703	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
1981	3	6.67	relchanges (income/wages/earnings/etc.)	704	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1982	3	10	relchanges (income/wages/earnings/etc.)	705	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2005	5	6.67	irrelevant	706	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
2006	1	1	relinequality, explicit	707	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1980	5	6.67	irrelevant	708	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1993	1	6.67	relinequality, explicit	709	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1983	2	6.67	relinequality, implicit	710	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1980	3	10	relchanges (income/wages/earnings/etc.)	711	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2006	5	6.67	irrelevant	712	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1981	5	6.67	irrelevant	713	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1981	5	6.67	irrelevant	714	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1981	5	6.67	irrelevant	715	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1982	5	6.67	irrelevant	716	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1983	5	6.67	irrelevant	717	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1989	5	6.67	irrelevant	718	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1984	5	6.67	irrelevant	719	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1981	5	6.67	irrelevant	720	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1982	3	10	relchanges (income/wages/earnings/etc.)	721	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1982	4	6.67	releconomy (employment, economy)	722	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
2006	2	6.67	relinequality, implicit	723	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	2	2	1	1	1
2001	5	6.67	irrelevant	724	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2007	5	6.67	irrelevant	725	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2008	5	6.67	irrelevant	726	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2009	3	6.67	relchanges (income/wages/earnings/etc.)	727	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2001	3	6.67	relchanges (income/wages/earnings/etc.)	728	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1985	2	10	relinequality, implicit	729	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
2004	5	6.67	irrelevant	730	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	1	2	2	3
1992	3	10	relchanges (income/wages/earnings/etc.)	731	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1984	2	10	relinequality, implicit	732	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1984	3	10	relchanges (income/wages/earnings/etc.)	733	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1982	2	10	relinequality, implicit	734	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1990	3	10	relchanges (income/wages/earnings/etc.)	735	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1980	2	6.67	relinequality, implicit	736	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
2010	1	1	relinequality, explicit	737	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2004	5	6.67	irrelevant	738	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1982	1	10	relinequality, explicit	739	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2004	3	10	relchanges (income/wages/earnings/etc.)	740	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
2012	1	1	relinequality, explicit	741	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2009	1	6.67	relinequality, explicit	742	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	1	2	1	1	1
1999	2	6.67	relinequality, implicit	743	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	2	2	1	1	1
1987	5	6.67	irrelevant	744	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1980	4	6.67	releconomy (employment, economy)	745	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2012	1	1	relinequality, explicit	746	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
1985	3	6.67	relchanges (income/wages/earnings/etc.)	747	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1982	2	6.67	relinequality, implicit	748	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
1981	2	6.67	relinequality, implicit	749	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	1	2	1	1	1
1982	4	6.67	releconomy (employment, economy)	750	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1981	1	6.67	relinequality, explicit	751	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1981	3	10	relchanges (income/wages/earnings/etc.)	752	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1981	3	10	relchanges (income/wages/earnings/etc.)	753	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1981	3	10	relchanges (income/wages/earnings/etc.)	754	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1981	2	6.67	relinequality, implicit	755	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1982	2	6.67	relinequality, implicit	756	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1987	5	6.67	irrelevant	757	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1980	5	6.67	irrelevant	758	irrelevant	relchanges/releconomy/irrelevant	irrelevant	2	1	2	2	2	3
1995	1	6.67	relinequality, explicit	759	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1985	2	10	relinequality, implicit	760	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
1982	5	6.67	irrelevant	761	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1980	3	6.67	relchanges (income/wages/earnings/etc.)	762	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
2007	5	6.67	irrelevant	763	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1982	2	6.67	relinequality, implicit	764	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1994	1	6.67	relinequality, explicit	765	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1989	5	10	irrelevant	766	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1983	5	6.67	irrelevant	767	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1985	3	6.67	relchanges (income/wages/earnings/etc.)	768	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1995	1	10	relinequality, explicit	769	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
1990	5	6.67	irrelevant	770	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1994	5	6.67	irrelevant	771	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1998	3	10	relchanges (income/wages/earnings/etc.)	772	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1999	5	6.67	irrelevant	773	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2006	1	1	relinequality, explicit	774	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2005	3	6.67	relchanges (income/wages/earnings/etc.)	775	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1991	5	6.67	irrelevant	776	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1981	5	6.67	irrelevant	777	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1999	2	6.67	relinequality, implicit	778	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1980	1	6.67	relinequality, explicit	779	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	1	2	1	1	1
2012	5	6.67	irrelevant	780	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
2001	3	10	relchanges (income/wages/earnings/etc.)	781	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1993	2	6.67	relinequality, implicit	782	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1992	3	10	relchanges (income/wages/earnings/etc.)	783	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1992	5	6.67	irrelevant	784	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1985	5	6.67	irrelevant	785	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1991	2	6.67	relinequality, implicit	786	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2012	5	6.67	irrelevant	787	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1982	1	6.67	relinequality, explicit	788	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1981	5	6.67	irrelevant	789	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2011	1	1	relinequality, explicit	790	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2010	5	6.67	irrelevant	791	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1987	4	10	releconomy (employment, economy)	792	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2005	1	6.67	relinequality, explicit	793	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2000	3	10	relchanges (income/wages/earnings/etc.)	794	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2008	1	1	relinequality, explicit	795	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	1	2	1	1	1
2002	5	6.67	irrelevant	796	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
2011	5	6.67	irrelevant	797	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1987	5	6.67	irrelevant	798	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1998	5	6.67	irrelevant	799	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1983	4	10	releconomy (employment, economy)	800	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2005	5	6.67	irrelevant	801	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1997	1	10	relinequality, explicit	802	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
1981	4	10	releconomy (employment, economy)	803	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1981	5	6.67	irrelevant	804	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1981	3	6.67	relchanges (income/wages/earnings/etc.)	805	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1984	5	6.67	irrelevant	806	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1980	3	6.67	relchanges (income/wages/earnings/etc.)	807	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	1	2	1	2	2
1980	5	6.67	irrelevant	808	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1991	5	6.67	irrelevant	809	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1986	2	6.67	relinequality, implicit	810	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1987	4	6.67	releconomy (employment, economy)	811	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
1983	5	6.67	irrelevant	812	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1996	3	10	relchanges (income/wages/earnings/etc.)	813	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2007	2	10	relinequality, implicit	814	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
1982	5	6.67	irrelevant	815	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
2003	1	10	relinequality, explicit	816	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2007	2	10	relinequality, implicit	817	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2007	5	6.67	irrelevant	818	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1994	5	6.67	irrelevant	819	irrelevant	relchanges/releconomy/irrelevant	irrelevant	1	1	2	2	2	3
1997	3	10	relchanges (income/wages/earnings/etc.)	820	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2005	3	6.67	relchanges (income/wages/earnings/etc.)	821	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2005	1	1	relinequality, explicit	822	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2001	3	10	relchanges (income/wages/earnings/etc.)	823	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1981	5	6.67	irrelevant	824	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1982	5	6.67	irrelevant	825	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2003	5	10	irrelevant	826	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1986	5	10	irrelevant	827	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2003	5	10	irrelevant	828	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2001	3	6.67	relchanges (income/wages/earnings/etc.)	829	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2008	3	6.67	relchanges (income/wages/earnings/etc.)	830	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2011	5	6.67	irrelevant	831	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2012	4	6.67	releconomy (employment, economy)	832	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2009	3	6.67	relchanges (income/wages/earnings/etc.)	833	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2008	1	1	relinequality, explicit	834	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2008	2	6.67	relinequality, implicit	835	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
1983	5	6.67	irrelevant	836	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1985	2	6.67	relinequality, implicit	837	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
1996	1	1	relinequality, explicit	838	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1982	5	6.67	irrelevant	839	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1983	3	10	relchanges (income/wages/earnings/etc.)	840	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1992	3	6.67	relchanges (income/wages/earnings/etc.)	841	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
1981	5	6.67	irrelevant	842	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1986	3	10	relchanges (income/wages/earnings/etc.)	843	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1983	2	10	relinequality, implicit	844	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2006	1	6.67	relinequality, explicit	845	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2007	5	6.67	irrelevant	846	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1997	2	6.67	relinequality, implicit	847	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
2008	3	6.67	relchanges (income/wages/earnings/etc.)	848	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2008	2	6.67	relinequality, implicit	849	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1980	3	10	relchanges (income/wages/earnings/etc.)	850	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
1999	5	6.67	irrelevant	851	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1991	5	6.67	irrelevant	852	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2011	1	1	relinequality, explicit	853	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2011	5	6.67	irrelevant	854	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
2006	3	10	relchanges (income/wages/earnings/etc.)	855	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy				1	2	2
2003	1	6.67	relinequality, explicit	856	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2001	1	6.67	relinequality, explicit	857	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
1990	5	6.67	irrelevant	858	irrelevant	relchanges/releconomy/irrelevant	irrelevant				2	2	3
1984	2	6.67	relinequality, implicit	859	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit				1	1	1
2008	2	6.67	relinequality, implicit	860	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
